MatchId,MatchResult,SeasonId,Team1,Team1Score,Team1_all_outs_conceded,Team2,Team2Score,Team2_all_outs_conceded,home_team_name
Match 42,Patna Pirates beat Jaipur Pink Panthers (47-24), Season 3,Jaipur Pink Panthers,24.0,1.0,Patna Pirates,47.0,0.0,
Match 43,Telugu Titans beat Dabang Delhi (44-36), Season 3,Dabang Delhi,36.0,0.0,Telugu Titans,44.0,1.0,
Match 44,U Mumba beat Bengaluru Bulls (39-18), Season 3,Bengaluru Bulls,18.0,2.0,U Mumba,39.0,0.0,
Match 45,Patna Pirates beat Dabang Delhi (67-34), Season 3,Dabang Delhi,34.0,1.0,Patna Pirates,67.0,0.0,
Match 46,Puneri Paltan beat Telugu Titans (41-24), Season 3,Puneri Paltan,41.0,0.0,Telugu Titans,24.0,2.0,
Match 47,Match Tied, Season 3,Dabang Delhi,21.0,0.0,Jaipur Pink Panthers,21.0,0.0,
Match 48,Puneri Paltan beat Bengaluru Bulls (44-27), Season 3,Bengaluru Bulls,27.0,1.0,Puneri Paltan,44.0,0.0,
Match 49,Bengal Warriors beat Dabang Delhi (37-31), Season 3,Dabang Delhi,31.0,1.0,Bengal Warriors,37.0,1.0,
Match 50,U Mumba beat Jaipur Pink Panthers (35-21), Season 3,U Mumba,35.0,1.0,Jaipur Pink Panthers,21.0,2.0,
Match 51,Telugu Titans beat Patna Pirates (42-41), Season 3,Telugu Titans,42.0,1.0,Patna Pirates,41.0,0.0,
Match 52,U Mumba beat Puneri Paltan (30-27), Season 3,U Mumba,30.0,0.0,Puneri Paltan,27.0,1.0,
Match 53,Bengal Warriors beat Bengaluru Bulls (26-22), Season 3,Bengal Warriors,26.0,0.0,Bengaluru Bulls,22.0,0.0,
Match 54,U Mumba beat Telugu Titans (38-22), Season 3,U Mumba,38.0,0.0,Telugu Titans,22.0,0.0,
Match 55,Puneri Paltan beat Bengal Warriors (43-19), Season 3,Puneri Paltan,43.0,0.0,Bengal Warriors,19.0,3.0,
Match 56,U Mumba beat Dabang Delhi (36-20), Season 3,U Mumba,36.0,0.0,Dabang Delhi,20.0,1.0,
Semi-Final 1,Patna Pirates beat Puneri Paltan (40-21), Season 3,Patna Pirates,40.0,0.0,Puneri Paltan,21.0,3.0,
Semi-Final 2,U Mumba beat Bengal Warriors (41-29), Season 3,U Mumba,41.0,0.0,Bengal Warriors,29.0,1.0,
3/4 Place,Puneri Paltan beat Bengal Warriors (31-27), Season 3,Bengal Warriors,27.0,2.0,Puneri Paltan,31.0,1.0,
Final,Patna Pirates beat U Mumba (31-28), Season 3,U Mumba,28.0,1.0,Patna Pirates,31.0,0.0,
Match 1,, Season 4,Puneri Paltan,12.0,5.0,Telugu Titans,25.0,0.0,Puneri Paltan
Match 2,U Mumba beat Jaipur Pink Panthers (36-34), Season 4,U Mumba,36.0,2.0,Jaipur Pink Panthers,34.0,2.0,
Match 3,Bengaluru Bulls beat Bengal Warriors (24-23), Season 4,Bengaluru Bulls,24.0,1.0,Bengal Warriors,23.0,1.0,
Match 4,Puneri Paltan beat U Mumba (41-19), Season 4,Puneri Paltan,41.0,0.0,U Mumba,19.0,3.0,Puneri Paltan
Match 5,Bengal Warriors beat Dabang Delhi K.C. (31-23), Season 4,Bengal Warriors,31.0,0.0,Dabang Delhi K.C.,23.0,2.0,
Match 6,Patna Pirates beat Puneri Paltan (30-24), Season 4,Puneri Paltan,24.0,2.0,Patna Pirates,30.0,0.0,Puneri Paltan
Match 7,Match Tied, Season 4,Puneri Paltan,27.0,1.0,Dabang Delhi K.C.,27.0,1.0,Puneri Paltan
Match 8,Jaipur Pink Panthers beat Telugu Titans (28-24), Season 4,Jaipur Pink Panthers,28.0,0.0,Telugu Titans,24.0,1.0,Jaipur Pink Panthers
Match 9,Patna Pirates beat U Mumba (36-34), Season 4,U Mumba,34.0,2.0,Patna Pirates,36.0,1.0,
Match 10,Match Tied, Season 4,Jaipur Pink Panthers,28.0,2.0,Bengaluru Bulls,28.0,1.0,Jaipur Pink Panthers
Match 11,U Mumba beat Dabang Delhi K.C. (27-25), Season 4,U Mumba,27.0,1.0,Dabang Delhi K.C.,25.0,1.0,
Match 12,Jaipur Pink Panthers beat Bengal Warriors (36-33), Season 4,Jaipur Pink Panthers,36.0,1.0,Bengal Warriors,33.0,1.0,Jaipur Pink Panthers
Match 13,Dabang Delhi K.C. beat Bengaluru Bulls (32-24), Season 4,Dabang Delhi K.C.,32.0,0.0,Bengaluru Bulls,24.0,2.0,
Match 14,Puneri Paltan beat Jaipur Pink Panthers (33-28), Season 4,Jaipur Pink Panthers,28.0,2.0,Puneri Paltan,33.0,0.0,Jaipur Pink Panthers
Match 15,Patna Pirates beat Telugu Titans (35-33), Season 4,Telugu Titans,33.0,1.0,Patna Pirates,35.0,2.0,Telugu Titans
Match 16,U Mumba beat Bengal Warriors (26-18), Season 4,Bengal Warriors,18.0,1.0,U Mumba,26.0,0.0,
Match 17,Bengaluru Bulls beat Puneri Paltan (29-27), Season 4,Bengaluru Bulls,29.0,1.0,Puneri Paltan,27.0,0.0,
Match 18,Telugu Titans beat Bengal Warriors (35-18), Season 4,Telugu Titans,35.0,0.0,Bengal Warriors,18.0,2.0,Telugu Titans
Match 19,Bengaluru Bulls beat Telugu Titans (30-28), Season 4,Telugu Titans,28.0,1.0,Bengaluru Bulls,30.0,1.0,Telugu Titans
Match 20,Jaipur Pink Panthers beat Dabang Delhi K.C. (51-26), Season 4,Dabang Delhi K.C.,26.0,4.0,Jaipur Pink Panthers,51.0,0.0,
Match 21,Telugu Titans beat U Mumba (35-30), Season 4,Telugu Titans,35.0,1.0,U Mumba,30.0,2.0,Telugu Titans
Match 22,Patna Pirates beat Bengaluru Bulls (31-25), Season 4,Patna Pirates,31.0,0.0,Bengaluru Bulls,25.0,1.0,Patna Pirates
Match 23,U Mumba beat Bengaluru Bulls (24-23), Season 4,Bengaluru Bulls,23.0,1.0,U Mumba,24.0,1.0,
Match 24,Patna Pirates beat Bengal Warriors (35-21), Season 4,Patna Pirates,35.0,0.0,Bengal Warriors,21.0,1.0,Patna Pirates
Match 25,Puneri Paltan beat Bengal Warriors (38-31), Season 4,Bengal Warriors,31.0,2.0,Puneri Paltan,38.0,1.0,
Match 26,Dabang Delhi K.C. beat Patna Pirates (33-15), Season 4,Patna Pirates,15.0,2.0,Dabang Delhi K.C.,33.0,0.0,Patna Pirates
Match 27,Telugu Titans beat Dabang Delhi K.C. (28-23), Season 4,Dabang Delhi K.C.,23.0,1.0,Telugu Titans,28.0,0.0,
Match 28,Jaipur Pink Panthers beat Patna Pirates (26-21), Season 4,Patna Pirates,21.0,0.0,Jaipur Pink Panthers,26.0,0.0,Patna Pirates
Match 29,Telugu Titans beat Bengaluru Bulls (32-24), Season 4,Bengaluru Bulls,24.0,2.0,Telugu Titans,32.0,0.0,Bengaluru Bulls
Match 30,Match Tied, Season 4,Puneri Paltan,34.0,1.0,Bengal Warriors,34.0,1.0,
Match 31,Jaipur Pink Panthers beat Bengaluru Bulls (24-22), Season 4,Bengaluru Bulls,22.0,1.0,Jaipur Pink Panthers,24.0,1.0,Bengaluru Bulls
Match 32,U Mumba beat Jaipur Pink Panthers (29-23), Season 4,Jaipur Pink Panthers,23.0,1.0,U Mumba,29.0,0.0,
Match 33,Patna Pirates beat Bengaluru Bulls (38-23), Season 4,Bengaluru Bulls,23.0,3.0,Patna Pirates,38.0,0.0,Bengaluru Bulls
Match 34,Telugu Titans beat Puneri Paltan (32-29), Season 4,Telugu Titans,32.0,1.0,Puneri Paltan,29.0,1.0,
Match 35,Dabang Delhi K.C. beat Bengaluru Bulls (40-20), Season 4,Bengaluru Bulls,20.0,3.0,Dabang Delhi K.C.,40.0,0.0,Bengaluru Bulls
Match 36,Bengal Warriors beat Jaipur Pink Panthers (32-25), Season 4,Bengal Warriors,32.0,0.0,Jaipur Pink Panthers,25.0,1.0,Bengal Warriors
Match 37,Patna Pirates beat U Mumba (34-24), Season 4,Patna Pirates,34.0,0.0,U Mumba,24.0,2.0,
Match 38,Jaipur Pink Panthers beat Puneri Paltan (33-27), Season 4,Puneri Paltan,27.0,2.0,Jaipur Pink Panthers,33.0,0.0,
Match 39,Patna Pirates beat Bengal Warriors (33-27), Season 4,Bengal Warriors,27.0,1.0,Patna Pirates,33.0,0.0,Bengal Warriors
Match 40,Match Tied, Season 4,Bengal Warriors,34.0,1.0,Telugu Titans,34.0,1.0,Bengal Warriors
Match 41,Telugu Titans beat Dabang Delhi K.C. (36-28), Season 4,Telugu Titans,36.0,1.0,Dabang Delhi K.C.,28.0,1.0,
Match 42,Bengaluru Bulls beat Bengal Warriors (27-25), Season 4,Bengal Warriors,25.0,0.0,Bengaluru Bulls,27.0,1.0,Bengal Warriors
Match 43,U Mumba beat Puneri Paltan (34-31), Season 4,U Mumba,34.0,1.0,Puneri Paltan,31.0,2.0,U Mumba
Match 44,Jaipur Pink Panthers beat Dabang Delhi K.C. (24-22), Season 4,Jaipur Pink Panthers,24.0,0.0,Dabang Delhi K.C.,22.0,1.0,
Match 45,Match Tied, Season 4,U Mumba,25.0,1.0,Telugu Titans,25.0,1.0,U Mumba
Match 46,Jaipur Pink Panthers beat Patna Pirates (29-22), Season 4,Jaipur Pink Panthers,29.0,0.0,Patna Pirates,22.0,2.0,
Match 47,Bengal Warriors beat U Mumba (31-27), Season 4,U Mumba,27.0,2.0,Bengal Warriors,31.0,1.0,U Mumba
Match 48,Patna Pirates beat Puneri Paltan (31-28), Season 4,Patna Pirates,31.0,1.0,Puneri Paltan,28.0,2.0,
Match 49,Bengaluru Bulls beat U Mumba (28-27), Season 4,U Mumba,27.0,2.0,Bengaluru Bulls,28.0,1.0,U Mumba
Match 50,Dabang Delhi K.C. beat Bengal Warriors (41-20), Season 4,Dabang Delhi K.C.,41.0,0.0,Bengal Warriors,20.0,3.0,Dabang Delhi K.C.
Match 51,Telugu Titans beat Jaipur Pink Panthers (35-23), Season 4,Telugu Titans,35.0,0.0,Jaipur Pink Panthers,23.0,2.0,
Match 52,Patna Pirates beat Dabang Delhi K.C. (32-31), Season 4,Dabang Delhi K.C.,31.0,1.0,Patna Pirates,32.0,0.0,Dabang Delhi K.C.
Match 53,Telugu Titans beat Patna Pirates (46-25), Season 4,Patna Pirates,25.0,3.0,Telugu Titans,46.0,0.0,
Match 54,Puneri Paltan beat Dabang Delhi K.C. (39-34), Season 4,Dabang Delhi K.C.,34.0,2.0,Puneri Paltan,39.0,0.0,Dabang Delhi K.C.
Match 55,Puneri Paltan beat Bengaluru Bulls (36-33), Season 4,Puneri Paltan,36.0,1.0,Bengaluru Bulls,33.0,2.0,
Match 56,U Mumba beat Dabang Delhi K.C. (38-34), Season 4,Dabang Delhi K.C.,34.0,2.0,U Mumba,38.0,2.0,Dabang Delhi K.C.
Semi-Final 1,Patna Pirates beat Puneri Paltan (37-33), Season 4,Patna Pirates,37.0,1.0,Puneri Paltan,33.0,1.0,
Semi-Final 2,Jaipur Pink Panthers beat Telugu Titans (34-24), Season 4,Telugu Titans,24.0,2.0,Jaipur Pink Panthers,34.0,0.0,
3/4 Place,Puneri Paltan beat Telugu Titans (40-35), Season 4,Telugu Titans,35.0,2.0,Puneri Paltan,40.0,2.0,
Final,Patna Pirates beat Jaipur Pink Panthers (37-29), Season 4,Patna Pirates,37.0,0.0,Jaipur Pink Panthers,29.0,2.0,
Match 1,Telugu Titans beat Tamil Thalaivas (32-27), Season 5,Telugu Titans,32.0,0.0,Tamil Thalaivas,27.0,1.0,Telugu Titans
Match 2,Puneri Paltan beat U Mumba (33-21), Season 5,U Mumba,21.0,2.0,Puneri Paltan,33.0,0.0,
Match 3,Dabang Delhi K.C. beat Jaipur Pink Panthers (30-26), Season 5,Jaipur Pink Panthers,26.0,2.0,Dabang Delhi K.C.,30.0,1.0,
Match 4,Patna Pirates beat Telugu Titans (35-29), Season 5,Telugu Titans,29.0,1.0,Patna Pirates,35.0,1.0,Telugu Titans
Match 5,U Mumba beat Haryana Steelers (29-28), Season 5,U Mumba,29.0,1.0,Haryana Steelers,28.0,1.0,
Match 6,Bengaluru Bulls beat Telugu Titans (31-21), Season 5,Telugu Titans,21.0,2.0,Bengaluru Bulls,31.0,0.0,Telugu Titans
Match 7,Gujarat Fortunegiants beat Dabang Delhi K.C. (26-20), Season 5,Gujarat Fortunegiants,26.0,1.0,Dabang Delhi K.C.,20.0,2.0,
Match 8,U.P. Yoddha beat Telugu Titans (31-18), Season 5,Telugu Titans,18.0,1.0,U.P. Yoddha,31.0,0.0,Telugu Titans
Match 9,Match Tied, Season 5,Gujarat Fortunegiants,27.0,1.0,Haryana Steelers,27.0,1.0,
Match 10,Bengal Warriors beat Telugu Titans (30-24), Season 5,Telugu Titans,24.0,1.0,Bengal Warriors,30.0,0.0,Telugu Titans
Match 11,Patna Pirates beat Telugu Titans (43-36), Season 5,Telugu Titans,36.0,2.0,Patna Pirates,43.0,1.0,Telugu Titans
Match 12,Bengaluru Bulls beat Tamil Thalaivas (32-31), Season 5,Bengaluru Bulls,32.0,2.0,Tamil Thalaivas,31.0,2.0,Bengaluru Bulls
Match 13,Puneri Paltan beat Dabang Delhi K.C. (26-21), Season 5,Puneri Paltan,26.0,0.0,Dabang Delhi K.C.,21.0,1.0,
Match 14,U Mumba beat Dabang Delhi K.C. (36-22), Season 5,U Mumba,36.0,0.0,Dabang Delhi K.C.,22.0,2.0,
Match 15,U.P. Yoddha beat Bengaluru Bulls (32-27), Season 5,Bengaluru Bulls,27.0,1.0,U.P. Yoddha,32.0,1.0,Bengaluru Bulls
Match 16,Bengal Warriors beat U.P. Yoddha (40-20), Season 5,Bengal Warriors,40.0,0.0,U.P. Yoddha,20.0,3.0,
Match 17,Patna Pirates beat Bengaluru Bulls (46-32), Season 5,Bengaluru Bulls,32.0,4.0,Patna Pirates,46.0,0.0,Bengaluru Bulls
Match 18,Haryana Steelers beat Gujarat Fortunegiants (32-20), Season 5,Gujarat Fortunegiants,20.0,1.0,Haryana Steelers,32.0,0.0,
Match 19,Match Tied, Season 5,Bengaluru Bulls,21.0,0.0,Telugu Titans,21.0,1.0,Bengaluru Bulls
Match 20,Bengaluru Bulls beat Bengal Warriors (31-25), Season 5,Bengaluru Bulls,31.0,1.0,Bengal Warriors,25.0,1.0,Bengaluru Bulls
Match 21,Jaipur Pink Panthers beat Puneri Paltan (30-28), Season 5,Puneri Paltan,28.0,1.0,Jaipur Pink Panthers,30.0,0.0,
Match 22,Tamil Thalaivas beat Bengaluru Bulls (29-24), Season 5,Bengaluru Bulls,24.0,1.0,Tamil Thalaivas,29.0,1.0,Bengaluru Bulls
Match 23,Gujarat Fortunegiants beat U Mumba (39-21), Season 5,Gujarat Fortunegiants,39.0,0.0,U Mumba,21.0,3.0,Gujarat Fortunegiants
Match 24,U.P. Yoddha beat Telugu Titans (39-32), Season 5,Telugu Titans,32.0,1.0,U.P. Yoddha,39.0,1.0,
Match 25,Gujarat Fortunegiants beat Dabang Delhi K.C. (29-25), Season 5,Gujarat Fortunegiants,29.0,1.0,Dabang Delhi K.C.,25.0,1.0,Gujarat Fortunegiants
Match 26,Match Tied, Season 5,Patna Pirates,27.0,0.0,U.P. Yoddha,27.0,0.0,
Match 27,Gujarat Fortunegiants beat Jaipur Pink Panthers (27-20), Season 5,Gujarat Fortunegiants,27.0,0.0,Jaipur Pink Panthers,20.0,1.0,Gujarat Fortunegiants
Match 28,Puneri Paltan beat Bengal Warriors (34-17), Season 5,Bengal Warriors,17.0,2.0,Puneri Paltan,34.0,0.0,
Match 29,Gujarat Fortunegiants beat Bengaluru Bulls (27-24), Season 5,Gujarat Fortunegiants,27.0,1.0,Bengaluru Bulls,24.0,1.0,Gujarat Fortunegiants
Match 30,Match Tied, Season 5,Haryana Steelers,25.0,1.0,Tamil Thalaivas,25.0,0.0,
Match 31,Gujarat Fortunegiants beat Telugu Titans (29-19), Season 5,Gujarat Fortunegiants,29.0,0.0,Telugu Titans,19.0,1.0,Gujarat Fortunegiants
Match 32,Dabang Delhi K.C. beat Tamil Thalaivas (30-29), Season 5,Dabang Delhi K.C.,30.0,1.0,Tamil Thalaivas,29.0,0.0,
Match 33,Match Tied, Season 5,Gujarat Fortunegiants,26.0,1.0,Bengal Warriors,26.0,1.0,Gujarat Fortunegiants
Match 34,U Mumba beat U.P. Yoddha (37-34), Season 5,U.P. Yoddha,34.0,2.0,U Mumba,37.0,2.0,U.P. Yoddha
Match 35,Jaipur Pink Panthers beat Bengaluru Bulls (30-28), Season 5,Bengaluru Bulls,28.0,2.0,Jaipur Pink Panthers,30.0,2.0,
Match 36,Telugu Titans beat U Mumba (37-32), Season 5,Telugu Titans,37.0,1.0,U Mumba,32.0,2.0,
Match 37,Haryana Steelers beat U.P. Yoddha (36-29), Season 5,U.P. Yoddha,29.0,2.0,Haryana Steelers,36.0,0.0,U.P. Yoddha
Match 38,Puneri Paltan beat Patna Pirates (47-42), Season 5,Patna Pirates,42.0,2.0,Puneri Paltan,47.0,2.0,
Match 39,Jaipur Pink Panthers beat U.P. Yoddha (24-22), Season 5,U.P. Yoddha,22.0,1.0,Jaipur Pink Panthers,24.0,0.0,U.P. Yoddha
Match 40,Gujarat Fortunegiants beat Puneri Paltan (35-21), Season 5,Gujarat Fortunegiants,35.0,0.0,Puneri Paltan,21.0,2.0,
Match 41,Bengal Warriors beat U.P. Yoddha (32-31), Season 5,U.P. Yoddha,31.0,1.0,Bengal Warriors,32.0,0.0,U.P. Yoddha
Match 42,Haryana Steelers beat Dabang Delhi K.C. (27-25), Season 5,Haryana Steelers,27.0,1.0,Dabang Delhi K.C.,25.0,1.0,
Match 43,Match Tied, Season 5,U.P. Yoddha,33.0,1.0,Tamil Thalaivas,33.0,1.0,U.P. Yoddha
Match 44,U.P. Yoddha beat Telugu Titans (25-23), Season 5,U.P. Yoddha,25.0,0.0,Telugu Titans,23.0,0.0,U.P. Yoddha
Match 45,Jaipur Pink Panthers beat U Mumba (39-36), Season 5,U Mumba,36.0,3.0,Jaipur Pink Panthers,39.0,1.0,U Mumba
Match 46,Match Tied, Season 5,Bengal Warriors,36.0,2.0,Patna Pirates,36.0,1.0,
Match 47,Patna Pirates beat Tamil Thalaivas (35-24), Season 5,Patna Pirates,35.0,0.0,Tamil Thalaivas,24.0,2.0,
Match 48,Puneri Paltan beat U Mumba (26-24), Season 5,U Mumba,24.0,1.0,Puneri Paltan,26.0,1.0,U Mumba
Match 49,Bengal Warriors beat Bengaluru Bulls (32-26), Season 5,Bengal Warriors,32.0,0.0,Bengaluru Bulls,26.0,1.0,
Match 50,Dabang Delhi K.C. beat U Mumba (33-32), Season 5,U Mumba,32.0,2.0,Dabang Delhi K.C.,33.0,0.0,U Mumba
Match 51,Bengaluru Bulls beat U.P. Yoddha (64-24), Season 5,Bengaluru Bulls,64.0,0.0,U.P. Yoddha,24.0,5.0,
Match 52,Gujarat Fortunegiants beat U Mumba (45-23), Season 5,U Mumba,23.0,3.0,Gujarat Fortunegiants,45.0,0.0,
Match 53,U Mumba beat Haryana Steelers (38-32), Season 5,U Mumba,38.0,1.0,Haryana Steelers,32.0,1.0,U Mumba
Match 54,Telugu Titans beat Tamil Thalaivas (33-28), Season 5,Telugu Titans,33.0,1.0,Tamil Thalaivas,28.0,1.0,
Match 55,U Mumba beat Jaipur Pink Panthers (36-32), Season 5,U Mumba,36.0,2.0,Jaipur Pink Panthers,32.0,1.0,U Mumba
Match 56,Bengal Warriors beat Patna Pirates (41-38), Season 5,Bengal Warriors,41.0,2.0,Patna Pirates,38.0,1.0,Bengal Warriors
Match 57,Haryana Steelers beat Gujarat Fortunegiants (42-36), Season 5,Gujarat Fortunegiants,36.0,2.0,Haryana Steelers,42.0,1.0,
Match 58,Match Tied, Season 5,Bengal Warriors,26.0,0.0,U.P. Yoddha,26.0,1.0,Bengal Warriors
Match 59,Jaipur Pink Panthers beat Gujarat Fortunegiants (31-25), Season 5,Gujarat Fortunegiants,25.0,2.0,Jaipur Pink Panthers,31.0,0.0,
Match 60,Bengal Warriors beat Tamil Thalaivas (29-25), Season 5,Bengal Warriors,29.0,1.0,Tamil Thalaivas,25.0,1.0,Bengal Warriors
Match 61,Patna Pirates beat Jaipur Pink Panthers (47-21), Season 5,Patna Pirates,47.0,0.0,Jaipur Pink Panthers,21.0,4.0,
Match 62,Haryana Steelers beat Bengal Warriors (36-29), Season 5,Bengal Warriors,29.0,2.0,Haryana Steelers,36.0,1.0,Bengal Warriors
Match 63,Dabang Delhi K.C. beat Bengaluru Bulls (38-30), Season 5,Dabang Delhi K.C.,38.0,1.0,Bengaluru Bulls,30.0,2.0,
Match 64,U Mumba beat Bengal Warriors (37-31), Season 5,Bengal Warriors,31.0,2.0,U Mumba,37.0,1.0,Bengal Warriors
Match 65,Puneri Paltan beat Telugu Titans (42-37), Season 5,Telugu Titans,37.0,3.0,Puneri Paltan,42.0,2.0,
Match 66,Match Tied, Season 5,Bengal Warriors,31.0,1.0,Dabang Delhi K.C.,31.0,2.0,Bengal Warriors
Match 67,Match Tied, Season 5,Haryana Steelers,41.0,2.0,Patna Pirates,41.0,2.0,Haryana Steelers
Match 68,Match Tied, Season 5,Gujarat Fortunegiants,30.0,1.0,U.P. Yoddha,30.0,2.0,
Match 69,U Mumba beat Patna Pirates (51-41), Season 5,Patna Pirates,41.0,3.0,U Mumba,51.0,1.0,
Match 70,Haryana Steelers beat Bengaluru Bulls (38-31), Season 5,Haryana Steelers,38.0,0.0,Bengaluru Bulls,31.0,2.0,Haryana Steelers
Match 71,Bengaluru Bulls beat Puneri Paltan (24-20), Season 5,Bengaluru Bulls,24.0,0.0,Puneri Paltan,20.0,1.0,
Match 72,Telugu Titans beat Haryana Steelers (37-19), Season 5,Haryana Steelers,19.0,2.0,Telugu Titans,37.0,0.0,Haryana Steelers
Match 73,Bengal Warriors beat Telugu Titans (32-31), Season 5,Bengal Warriors,32.0,2.0,Telugu Titans,31.0,1.0,
Match 74,Haryana Steelers beat Dabang Delhi K.C. (27-24), Season 5,Haryana Steelers,27.0,1.0,Dabang Delhi K.C.,24.0,1.0,Haryana Steelers
Match 75,Tamil Thalaivas beat U.P. Yoddha (34-33), Season 5,Tamil Thalaivas,34.0,1.0,U.P. Yoddha,33.0,2.0,
Match 76,Puneri Paltan beat Haryana Steelers (38-22), Season 5,Haryana Steelers,22.0,2.0,Puneri Paltan,38.0,0.0,Haryana Steelers
Match 77,Match Tied, Season 5,Haryana Steelers,27.0,1.0,Jaipur Pink Panthers,27.0,1.0,Haryana Steelers
Match 78,Patna Pirates beat Telugu Titans (46-30), Season 5,Patna Pirates,46.0,1.0,Telugu Titans,30.0,4.0,Patna Pirates
Match 79,Gujarat Fortunegiants beat U Mumba (39-28), Season 5,U Mumba,28.0,2.0,Gujarat Fortunegiants,39.0,0.0,
Match 80,Match Tied, Season 5,Bengaluru Bulls,26.0,0.0,Telugu Titans,26.0,1.0,
