MatchId,MatchResult,SeasonId,Team1,Team1Score,Team1_all_outs_conceded,Team2,Team2Score,Team2_all_outs_conceded,home_team_name
Match 95,Dabang Delhi K.C. beat Telugu Titans (34-29), Season 6,Dabang Delhi K.C.,34.0,1.0,Telugu Titans,29.0,2.0,Dabang Delhi K.C.
Match 96,Haryana Steelers beat Bengal Warriors (35-33), Season 6,Haryana Steelers,35.0,1.0,Bengal Warriors,33.0,1.0,
Match 97,Dabang Delhi K.C. beat Bengaluru Bulls (32-31), Season 6,Dabang Delhi K.C.,32.0,0.0,Bengaluru Bulls,31.0,2.0,Dabang Delhi K.C.
Match 98,U.P. Yoddha beat Haryana Steelers (30-29), Season 6,U.P. Yoddha,30.0,0.0,Haryana Steelers,29.0,1.0,
Match 99,Dabang Delhi K.C. beat Tamil Thalaivas (37-33), Season 6,Dabang Delhi K.C.,37.0,1.0,Tamil Thalaivas,33.0,2.0,Dabang Delhi K.C.
Match 100,Gujarat Fortunegiants beat Telugu Titans (29-27), Season 6,Telugu Titans,27.0,1.0,Gujarat Fortunegiants,29.0,1.0,Telugu Titans
Match 101,Patna Pirates beat Puneri Paltan (53-36), Season 6,Patna Pirates,53.0,0.0,Puneri Paltan,36.0,3.0,
Match 102,U Mumba beat Bengal Warriors (31-20), Season 6,U Mumba,31.0,0.0,Bengal Warriors,20.0,1.0,
Match 103,Telugu Titans beat Jaipur Pink Panthers (36-26), Season 6,Telugu Titans,36.0,0.0,Jaipur Pink Panthers,26.0,2.0,Telugu Titans
Match 104,Jaipur Pink Panthers beat Tamil Thalaivas (37-24), Season 6,Tamil Thalaivas,24.0,2.0,Jaipur Pink Panthers,37.0,0.0,
Match 105,Telugu Titans beat Haryana Steelers (35-31), Season 6,Telugu Titans,35.0,1.0,Haryana Steelers,31.0,1.0,Telugu Titans
Match 106,U Mumba beat Dabang Delhi K.C. (44-19), Season 6,Dabang Delhi K.C.,19.0,3.0,U Mumba,44.0,0.0,
Match 107,U.P. Yoddha beat Telugu Titans (27-20), Season 6,Telugu Titans,20.0,1.0,U.P. Yoddha,27.0,0.0,Telugu Titans
Match 108,Gujarat Fortunegiants beat Haryana Steelers (47-37), Season 6,Haryana Steelers,37.0,2.0,Gujarat Fortunegiants,47.0,1.0,
Match 109,Bengaluru Bulls beat Telugu Titans (37-24), Season 6,Telugu Titans,24.0,2.0,Bengaluru Bulls,37.0,0.0,Telugu Titans
Match 110,Telugu Titans beat Patna Pirates (41-36), Season 6,Telugu Titans,41.0,1.0,Patna Pirates,36.0,2.0,Telugu Titans
Match 111,Jaipur Pink Panthers beat Puneri Paltan (36-23), Season 6,Jaipur Pink Panthers,36.0,0.0,Puneri Paltan,23.0,2.0,Jaipur Pink Panthers
Match 112,Bengal Warriors beat Tamil Thalaivas (28-21), Season 6,Bengal Warriors,28.0,0.0,Tamil Thalaivas,21.0,1.0,
Match 113,Match Tied, Season 6,U.P. Yoddha,25.0,0.0,Tamil Thalaivas,25.0,0.0,
Match 114,Match Tied, Season 6,Jaipur Pink Panthers,35.0,1.0,U Mumba,35.0,2.0,Jaipur Pink Panthers
Match 115,U.P. Yoddha beat Patna Pirates (47-31), Season 6,Patna Pirates,31.0,3.0,U.P. Yoddha,47.0,0.0,
Match 116,Gujarat Fortunegiants beat Jaipur Pink Panthers (34-29), Season 6,Jaipur Pink Panthers,29.0,1.0,Gujarat Fortunegiants,34.0,1.0,Jaipur Pink Panthers
Match 117,Bengaluru Bulls beat Telugu Titans (44-28), Season 6,Bengaluru Bulls,44.0,1.0,Telugu Titans,28.0,3.0,
Match 118,Jaipur Pink Panthers beat Haryana Steelers (39-30), Season 6,Jaipur Pink Panthers,39.0,1.0,Haryana Steelers,30.0,2.0,Jaipur Pink Panthers
Match 119,Match Tied, Season 6,Patna Pirates,40.0,1.0,Bengaluru Bulls,40.0,2.0,
Match 120,Gujarat Fortunegiants beat Jaipur Pink Panthers (33-31), Season 6,Jaipur Pink Panthers,31.0,2.0,Gujarat Fortunegiants,33.0,1.0,Jaipur Pink Panthers
Match 121,Match Tied, Season 6,Jaipur Pink Panthers,37.0,1.0,Dabang Delhi K.C.,37.0,1.0,Jaipur Pink Panthers
Match 123,Puneri Paltan beat Telugu Titans (35-20), Season 6,Puneri Paltan,35.0,0.0,Telugu Titans,20.0,2.0,
Match 124,U.P. Yoddha beat U Mumba (34-32), Season 6,U Mumba,32.0,1.0,U.P. Yoddha,34.0,1.0,
Match 125,Bengal Warriors beat Patna Pirates (39-23), Season 6,Bengal Warriors,39.0,0.0,Patna Pirates,23.0,2.0,Bengal Warriors
Match 126,Dabang Delhi K.C. beat Bengal Warriors (37-31), Season 6,Bengal Warriors,31.0,2.0,Dabang Delhi K.C.,37.0,1.0,Bengal Warriors
Match 122,Bengal Warriors beat Tamil Thalaivas (27-24), Season 6,Bengal Warriors,27.0,0.0,Tamil Thalaivas,24.0,0.0,Bengal Warriors
Match 127,Match Tied, Season 6,Haryana Steelers,40.0,2.0,Tamil Thalaivas,40.0,1.0,
Match 128,Bengal Warriors beat Telugu Titans (39-34), Season 6,Bengal Warriors,39.0,1.0,Telugu Titans,34.0,1.0,Bengal Warriors
Match 129,Gujarat Fortunegiants beat Patna Pirates (37-29), Season 6,Gujarat Fortunegiants,37.0,0.0,Patna Pirates,29.0,1.0,
Match 130,Bengal Warriors beat Bengaluru Bulls (37-31), Season 6,Bengal Warriors,37.0,1.0,Bengaluru Bulls,31.0,2.0,Bengal Warriors
Match 131,Bengaluru Bulls beat Jaipur Pink Panthers (40-32), Season 6,Jaipur Pink Panthers,32.0,2.0,Bengaluru Bulls,40.0,0.0,
Match 132,U.P. Yoddha beat Bengal Warriors (41-25), Season 6,Bengal Warriors,25.0,3.0,U.P. Yoddha,41.0,0.0,Bengal Warriors
Eliminator 1,U.P. Yoddha beat U Mumba (34-29), Season 6,U Mumba,29.0,1.0,U.P. Yoddha,34.0,0.0,
Eliminator 2,Dabang Delhi K.C. beat Bengal Warriors (39-28), Season 6,Dabang Delhi K.C.,39.0,1.0,Bengal Warriors,28.0,2.0,
Qualifier 1,Bengaluru Bulls beat Gujarat Fortunegiants (41-29), Season 6,Gujarat Fortunegiants,29.0,2.0,Bengaluru Bulls,41.0,1.0,
Eliminator 3,U.P. Yoddha beat Dabang Delhi K.C. (45-33), Season 6,U.P. Yoddha,45.0,1.0,Dabang Delhi K.C.,33.0,3.0,
Qualifier 2,Gujarat Fortunegiants beat U.P. Yoddha (38-31), Season 6,Gujarat Fortunegiants,38.0,1.0,U.P. Yoddha,31.0,2.0,
Final,Bengaluru Bulls beat Gujarat Fortunegiants (38-33), Season 6,Bengaluru Bulls,38.0,1.0,Gujarat Fortunegiants,33.0,2.0,
Match 1,U Mumba beat Telugu Titans (31-25), Season 7,Telugu Titans,25.0,2.0,U Mumba,31.0,0.0,Telugu Titans
Match 2,Bengaluru Bulls beat Patna Pirates (34-32), Season 7,Bengaluru Bulls,34.0,1.0,Patna Pirates,32.0,1.0,
Match 3,Gujarat Fortunegiants beat Bengaluru Bulls (42-24), Season 7,Bengaluru Bulls,24.0,3.0,Gujarat Fortunegiants,42.0,0.0,
Match 4,Tamil Thalaivas beat Telugu Titans (39-26), Season 7,Telugu Titans,26.0,2.0,Tamil Thalaivas,39.0,0.0,Telugu Titans
Match 5,Jaipur Pink Panthers beat U Mumba (42-23), Season 7,U Mumba,23.0,3.0,Jaipur Pink Panthers,42.0,0.0,
Match 6,Haryana Steelers beat Puneri Paltan (34-24), Season 7,Puneri Paltan,24.0,2.0,Haryana Steelers,34.0,0.0,
Match 7,Bengal Warriors beat U.P. Yoddha (48-17), Season 7,U.P. Yoddha,17.0,4.0,Bengal Warriors,48.0,0.0,
Match 8,Dabang Delhi K.C. beat Telugu Titans (34-33), Season 7,Telugu Titans,33.0,1.0,Dabang Delhi K.C.,34.0,0.0,Telugu Titans
Match 9,Dabang Delhi K.C. beat Tamil Thalaivas (30-29), Season 7,Dabang Delhi K.C.,30.0,1.0,Tamil Thalaivas,29.0,1.0,
Match 10,Gujarat Fortunegiants beat U.P. Yoddha (44-19), Season 7,U.P. Yoddha,19.0,3.0,Gujarat Fortunegiants,44.0,0.0,
Match 11,Patna Pirates beat Telugu Titans (34-22), Season 7,Telugu Titans,22.0,2.0,Patna Pirates,34.0,0.0,Telugu Titans
Match 12,U Mumba beat Puneri Paltan (33-23), Season 7,U Mumba,33.0,0.0,Puneri Paltan,23.0,2.0,U Mumba
Match 13,Jaipur Pink Panthers beat Bengal Warriors (27-25), Season 7,Jaipur Pink Panthers,27.0,0.0,Bengal Warriors,25.0,1.0,
Match 14,Dabang Delhi K.C. beat Haryana Steelers (41-21), Season 7,Dabang Delhi K.C.,41.0,0.0,Haryana Steelers,21.0,2.0,
Match 15,Bengaluru Bulls beat U Mumba (30-26), Season 7,U Mumba,26.0,1.0,Bengaluru Bulls,30.0,1.0,U Mumba
Match 16,Patna Pirates beat Tamil Thalaivas (24-23), Season 7,Tamil Thalaivas,23.0,0.0,Patna Pirates,24.0,0.0,
Match 17,Bengal Warriors beat Puneri Paltan (43-23), Season 7,Bengal Warriors,43.0,0.0,Puneri Paltan,23.0,3.0,
Match 18,Jaipur Pink Panthers beat Haryana Steelers (37-21), Season 7,Haryana Steelers,21.0,2.0,Jaipur Pink Panthers,37.0,0.0,
Match 19,U.P. Yoddha beat U Mumba (27-23), Season 7,U Mumba,23.0,1.0,U.P. Yoddha,27.0,0.0,U Mumba
Match 20,Gujarat Fortunegiants beat Dabang Delhi K.C. (31-26), Season 7,Gujarat Fortunegiants,31.0,1.0,Dabang Delhi K.C.,26.0,1.0,
Match 21,Match Tied, Season 7,Telugu Titans,20.0,0.0,U.P. Yoddha,20.0,0.0,
Match 22,U Mumba beat Gujarat Fortunegiants (32-20), Season 7,U Mumba,32.0,0.0,Gujarat Fortunegiants,20.0,2.0,U Mumba
Match 23,Jaipur Pink Panthers beat Patna Pirates (34-21), Season 7,Patna Pirates,21.0,2.0,Jaipur Pink Panthers,34.0,0.0,Patna Pirates
Match 24,Bengaluru Bulls beat Bengal Warriors (43-42), Season 7,Bengal Warriors,42.0,2.0,Bengaluru Bulls,43.0,2.0,
Match 25,Tamil Thalaivas beat Haryana Steelers (35-28), Season 7,Haryana Steelers,28.0,2.0,Tamil Thalaivas,35.0,1.0,
Match 26,Puneri Paltan beat Patna Pirates (41-20), Season 7,Patna Pirates,20.0,2.0,Puneri Paltan,41.0,1.0,
Match 27,Dabang Delhi K.C. beat Jaipur Pink Panthers (35-24), Season 7,Dabang Delhi K.C.,35.0,0.0,Jaipur Pink Panthers,24.0,2.0,
Match 28,Puneri Paltan beat Gujarat Fortunegiants (33-31), Season 7,Gujarat Fortunegiants,31.0,1.0,Puneri Paltan,33.0,1.0,
Match 29,Match Tied, Season 7,U.P. Yoddha,28.0,1.0,Tamil Thalaivas,28.0,1.0,
Match 30,Haryana Steelers beat Patna Pirates (35-26), Season 7,Patna Pirates,26.0,2.0,Haryana Steelers,35.0,1.0,Patna Pirates
Match 31,Bengaluru Bulls beat Telugu Titans (47-26), Season 7,Telugu Titans,26.0,2.0,Bengaluru Bulls,47.0,0.0,
Match 32,Bengal Warriors beat U Mumba (32-30), Season 7,Bengal Warriors,32.0,2.0,U Mumba,30.0,2.0,
Match 33,Patna Pirates beat U.P. Yoddha (41-20), Season 7,Patna Pirates,41.0,0.0,U.P. Yoddha,20.0,3.0,Patna Pirates
Match 34,Tamil Thalaivas beat Gujarat Fortunegiants (34-28), Season 7,Gujarat Fortunegiants,28.0,2.0,Tamil Thalaivas,34.0,1.0,Gujarat Fortunegiants
Match 35,Dabang Delhi K.C. beat Puneri Paltan (32-30), Season 7,Puneri Paltan,30.0,1.0,Dabang Delhi K.C.,32.0,0.0,
Match 36,Haryana Steelers beat Bengaluru Bulls (33-30), Season 7,Bengaluru Bulls,30.0,1.0,Haryana Steelers,33.0,1.0,
Match 37,Telugu Titans beat Gujarat Fortunegiants (30-24), Season 7,Gujarat Fortunegiants,24.0,1.0,Telugu Titans,30.0,0.0,Gujarat Fortunegiants
Match 38,Match Tied, Season 7,Bengal Warriors,29.0,1.0,Telugu Titans,29.0,1.0,
Match 39,U.P. Yoddha beat Bengaluru Bulls (35-33), Season 7,U.P. Yoddha,35.0,0.0,Bengaluru Bulls,33.0,2.0,
Match 40,Haryana Steelers beat U.P. Yoddha (36-33), Season 7,U.P. Yoddha,33.0,2.0,Haryana Steelers,36.0,1.0,
Match 41,Bengal Warriors beat Gujarat Fortunegiants (28-26), Season 7,Gujarat Fortunegiants,26.0,1.0,Bengal Warriors,28.0,0.0,Gujarat Fortunegiants
Match 42,Jaipur Pink Panthers beat Puneri Paltan (33-25), Season 7,Jaipur Pink Panthers,33.0,0.0,Puneri Paltan,25.0,2.0,
Match 43,U Mumba beat Patna Pirates (34-30), Season 7,U Mumba,34.0,1.0,Patna Pirates,30.0,1.0,
Match 44,Jaipur Pink Panthers beat Gujarat Fortunegiants (22-19), Season 7,Gujarat Fortunegiants,19.0,0.0,Jaipur Pink Panthers,22.0,0.0,Gujarat Fortunegiants
Match 45,Bengaluru Bulls beat Tamil Thalaivas (32-21), Season 7,Tamil Thalaivas,21.0,2.0,Bengaluru Bulls,32.0,0.0,Tamil Thalaivas
Match 46,Match Tied, Season 7,Bengal Warriors,30.0,1.0,Dabang Delhi K.C.,30.0,1.0,
Match 47,Telugu Titans beat Haryana Steelers (40-29), Season 7,Haryana Steelers,29.0,2.0,Telugu Titans,40.0,0.0,
Match 48,Match Tied, Season 7,Tamil Thalaivas,31.0,1.0,Puneri Paltan,31.0,1.0,Tamil Thalaivas
Match 49,Haryana Steelers beat U Mumba (30-27), Season 7,U Mumba,27.0,1.0,Haryana Steelers,30.0,1.0,
Match 50,U.P. Yoddha beat Jaipur Pink Panthers (31-24), Season 7,U.P. Yoddha,31.0,0.0,Jaipur Pink Panthers,24.0,1.0,
Match 51,Puneri Paltan beat Bengaluru Bulls (31-23), Season 7,Puneri Paltan,31.0,0.0,Bengaluru Bulls,23.0,1.0,
Match 52,Jaipur Pink Panthers beat Tamil Thalaivas (28-26), Season 7,Tamil Thalaivas,26.0,0.0,Jaipur Pink Panthers,28.0,1.0,Tamil Thalaivas
Match 53,Bengal Warriors beat Patna Pirates (35-26), Season 7,Bengal Warriors,35.0,1.0,Patna Pirates,26.0,2.0,
Match 54,Gujarat Fortunegiants beat Patna Pirates (29-26), Season 7,Gujarat Fortunegiants,29.0,1.0,Patna Pirates,26.0,1.0,
Match 55,U Mumba beat Tamil Thalaivas (29-24), Season 7,Tamil Thalaivas,24.0,1.0,U Mumba,29.0,0.0,Tamil Thalaivas
Match 56,Dabang Delhi K.C. beat Bengaluru Bulls (33-31), Season 7,Dabang Delhi K.C.,33.0,1.0,Bengaluru Bulls,31.0,1.0,Dabang Delhi K.C.
Match 57,Telugu Titans beat Jaipur Pink Panthers (24-21), Season 7,Jaipur Pink Panthers,21.0,0.0,Telugu Titans,24.0,0.0,
Match 58,Bengaluru Bulls beat Jaipur Pink Panthers (41-30), Season 7,Jaipur Pink Panthers,30.0,2.0,Bengaluru Bulls,41.0,1.0,
Match 59,Dabang Delhi K.C. beat U.P. Yoddha (36-27), Season 7,Dabang Delhi K.C.,36.0,0.0,U.P. Yoddha,27.0,2.0,Dabang Delhi K.C.
Match 60,Haryana Steelers beat Bengal Warriors (36-33), Season 7,Bengal Warriors,33.0,1.0,Haryana Steelers,36.0,1.0,
Match 61,U.P. Yoddha beat Puneri Paltan (35-30), Season 7,U.P. Yoddha,35.0,1.0,Puneri Paltan,30.0,2.0,
Match 62,Haryana Steelers beat Gujarat Fortunegiants (41-25), Season 7,Gujarat Fortunegiants,25.0,3.0,Haryana Steelers,41.0,0.0,
Match 63,Dabang Delhi K.C. beat U Mumba (40-24), Season 7,Dabang Delhi K.C.,40.0,0.0,U Mumba,24.0,3.0,Dabang Delhi K.C.
Match 64,Bengal Warriors beat Tamil Thalaivas (35-26), Season 7,Bengal Warriors,35.0,0.0,Tamil Thalaivas,26.0,2.0,
Match 65,Puneri Paltan beat Telugu Titans (34-27), Season 7,Telugu Titans,27.0,1.0,Puneri Paltan,34.0,0.0,
Match 66,Dabang Delhi K.C. beat Patna Pirates (38-35), Season 7,Dabang Delhi K.C.,38.0,2.0,Patna Pirates,35.0,2.0,Dabang Delhi K.C.
Match 67,Gujarat Fortunegiants beat Bengaluru Bulls (32-23), Season 7,Bengaluru Bulls,23.0,2.0,Gujarat Fortunegiants,32.0,0.0,Bengaluru Bulls
Match 68,U Mumba beat Jaipur Pink Panthers (47-21), Season 7,U Mumba,47.0,0.0,Jaipur Pink Panthers,21.0,4.0,
Match 69,U.P. Yoddha beat Bengal Warriors (32-29), Season 7,U.P. Yoddha,32.0,0.0,Bengal Warriors,29.0,1.0,
Match 70,Bengaluru Bulls beat Tamil Thalaivas (33-27), Season 7,Bengaluru Bulls,33.0,0.0,Tamil Thalaivas,27.0,1.0,Bengaluru Bulls
Match 71,Haryana Steelers beat Puneri Paltan (41-27), Season 7,Puneri Paltan,27.0,2.0,Haryana Steelers,41.0,0.0,
Match 72,Telugu Titans beat Tamil Thalaivas (35-30), Season 7,Telugu Titans,35.0,0.0,Tamil Thalaivas,30.0,1.0,
Match 73,Dabang Delhi K.C. beat Jaipur Pink Panthers (46-44), Season 7,Jaipur Pink Panthers,44.0,2.0,Dabang Delhi K.C.,46.0,2.0,
Match 74,Bengaluru Bulls beat Patna Pirates (40-39), Season 7,Bengaluru Bulls,40.0,1.0,Patna Pirates,39.0,1.0,Bengaluru Bulls
Match 75,Match Tied, Season 7,Puneri Paltan,33.0,1.0,U Mumba,33.0,2.0,
Match 76,U.P. Yoddha beat Patna Pirates (41-29), Season 7,Patna Pirates,29.0,3.0,U.P. Yoddha,41.0,1.0,
Match 77,Bengaluru Bulls beat Telugu Titans (40-39), Season 7,Bengaluru Bulls,40.0,1.0,Telugu Titans,39.0,2.0,Bengaluru Bulls
Match 78,Match Tied, Season 7,Bengal Warriors,25.0,0.0,Gujarat Fortunegiants,25.0,0.0,Bengal Warriors
Match 79,Haryana Steelers beat Dabang Delhi K.C. (47-25), Season 7,Dabang Delhi K.C.,25.0,3.0,Haryana Steelers,47.0,0.0,
Match 80,Dabang Delhi K.C. beat Tamil Thalaivas (50-34), Season 7,Dabang Delhi K.C.,50.0,0.0,Tamil Thalaivas,34.0,3.0,
Match 81,Bengal Warriors beat Puneri Paltan (42-39), Season 7,Bengal Warriors,42.0,2.0,Puneri Paltan,39.0,2.0,Bengal Warriors
Match 82,U.P. Yoddha beat Gujarat Fortunegiants (33-26), Season 7,U.P. Yoddha,33.0,1.0,Gujarat Fortunegiants,26.0,2.0,
Match 83,Patna Pirates beat Tamil Thalaivas (51-25), Season 7,Tamil Thalaivas,25.0,4.0,Patna Pirates,51.0,0.0,
Match 84,Match Tied, Season 7,Haryana Steelers,32.0,2.0,Jaipur Pink Panthers,32.0,1.0,
Match 85,Bengal Warriors beat U Mumba (29-26), Season 7,Bengal Warriors,29.0,0.0,U Mumba,26.0,1.0,Bengal Warriors
Match 86,Patna Pirates beat Jaipur Pink Panthers (36-33), Season 7,Jaipur Pink Panthers,33.0,1.0,Patna Pirates,36.0,0.0,
Match 87,U Mumba beat Telugu Titans (41-27), Season 7,Telugu Titans,27.0,3.0,U Mumba,41.0,1.0,
Match 88,Bengal Warriors beat Bengaluru Bulls (42-40), Season 7,Bengal Warriors,42.0,1.0,Bengaluru Bulls,40.0,2.0,Bengal Warriors
Match 89,Puneri Paltan beat Gujarat Fortunegiants (43-33), Season 7,Puneri Paltan,43.0,1.0,Gujarat Fortunegiants,33.0,2.0,Puneri Paltan
Match 90,Haryana Steelers beat Tamil Thalaivas (43-35), Season 7,Tamil Thalaivas,35.0,2.0,Haryana Steelers,43.0,1.0,
Match 91,Dabang Delhi K.C. beat Gujarat Fortunegiants (34-30), Season 7,Dabang Delhi K.C.,34.0,1.0,Gujarat Fortunegiants,30.0,2.0,
Match 92,Patna Pirates beat Puneri Paltan (55-33), Season 7,Puneri Paltan,33.0,4.0,Patna Pirates,55.0,0.0,Puneri Paltan
Match 93,U.P. Yoddha beat Jaipur Pink Panthers (38-32), Season 7,Jaipur Pink Panthers,32.0,2.0,U.P. Yoddha,38.0,0.0,
Match 94,Dabang Delhi K.C. beat Telugu Titans (37-29), Season 7,Telugu Titans,29.0,2.0,Dabang Delhi K.C.,37.0,0.0,
Match 95,U Mumba beat U.P. Yoddha (39-36), Season 7,U Mumba,39.0,1.0,U.P. Yoddha,36.0,2.0,
Match 96,Match Tied, Season 7,Puneri Paltan,36.0,1.0,Tamil Thalaivas,36.0,2.0,Puneri Paltan
Match 97,Bengal Warriors beat Haryana Steelers (48-36), Season 7,Bengal Warriors,48.0,1.0,Haryana Steelers,36.0,3.0,
Match 98,Match Tied, Season 7,Telugu Titans,42.0,2.0,Patna Pirates,42.0,2.0,
Match 99,Puneri Paltan beat Bengaluru Bulls (42-38), Season 7,Puneri Paltan,42.0,1.0,Bengaluru Bulls,38.0,2.0,Puneri Paltan
Match 100,Match Tied, Season 7,Jaipur Pink Panthers,28.0,1.0,Gujarat Fortunegiants,28.0,1.0,Jaipur Pink Panthers
Match 101,U.P. Yoddha beat Tamil Thalaivas (42-22), Season 7,U.P. Yoddha,42.0,1.0,Tamil Thalaivas,22.0,3.0,
Match 102,U Mumba beat Gujarat Fortunegiants (31-25), Season 7,U Mumba,31.0,1.0,Gujarat Fortunegiants,25.0,2.0,
Match 103,Bengal Warriors beat Jaipur Pink Panthers (41-40), Season 7,Jaipur Pink Panthers,40.0,2.0,Bengal Warriors,41.0,1.0,Jaipur Pink Panthers
Match 104,Haryana Steelers beat Patna Pirates (39-34), Season 7,Patna Pirates,34.0,3.0,Haryana Steelers,39.0,0.0,
Match 105,Match Tied, Season 7,Dabang Delhi K.C.,39.0,1.0,Bengaluru Bulls,39.0,2.0,
Match 106,Bengal Warriors beat Telugu Titans (40-39), Season 7,Telugu Titans,39.0,2.0,Bengal Warriors,40.0,1.0,
Match 107,Jaipur Pink Panthers beat Puneri Paltan (43-34), Season 7,Jaipur Pink Panthers,43.0,1.0,Puneri Paltan,34.0,2.0,Jaipur Pink Panthers
Match 108,Dabang Delhi K.C. beat Patna Pirates (43-39), Season 7,Patna Pirates,39.0,1.0,Dabang Delhi K.C.,43.0,2.0,
Match 109,Bengaluru Bulls beat U Mumba (35-33), Season 7,U Mumba,33.0,2.0,Bengaluru Bulls,35.0,1.0,
Match 110,Telugu Titans beat Jaipur Pink Panthers (51-31), Season 7,Jaipur Pink Panthers,31.0,3.0,Telugu Titans,51.0,0.0,Jaipur Pink Panthers
Match 111,U.P. Yoddha beat Haryana Steelers (37-30), Season 7,Haryana Steelers,30.0,1.0,U.P. Yoddha,37.0,1.0,Haryana Steelers
Match 112,Gujarat Fortunegiants beat Tamil Thalaivas (50-21), Season 7,Gujarat Fortunegiants,50.0,0.0,Tamil Thalaivas,21.0,3.0,
